year,mileage,trim,is_amg,is_wagon,is_coupe,is_cabriolet,is_sedan,is_manual,price
1999.0,22000.0,C230,0,0,0,0,1,0,8800
2014.0,14000.0,C63,1,0,1,0,0,0,28000
2000.0,35000.0,C280,0,0,0,0,1,0,7700
1998.0,22000.0,C43,1,0,0,0,1,0,8500
1995.0,33000.0,C36,1,0,0,0,1,0,16000
1998.0,24000.0,C280,0,0,0,0,1,0,9100
2010.0,5000.0,C63,1,0,0,0,1,0,29500
1995.0,33000.0,C36,1,0,0,0,1,0,18500
2005.0,40000.0,C55,1,0,0,0,1,0,17777
2005.0,37500.0,C55,1,0,0,0,1,0,9750
2008.0,30500.0,C63,1,0,0,0,1,0,21500
1996.0,30500.0,C36,1,0,0,0,1,0,16250
1998.0,22000.0,C43,1,0,0,0,1,0,12450
2005.0,37500.0,C55,1,0,0,0,1,0,10500
2006.0,46000.0,C350,0,0,0,0,1,1,8500
2005.0,37500.0,C55,1,0,0,0,1,0,14000
1996.0,30500.0,C36,1,0,0,0,1,0,10000
1995.0,33000.0,C36,1,0,0,0,1,0,13500
1995.0,33000.0,C36,1,0,0,0,1,0,5400
1996.0,30500.0,C36,1,0,0,0,1,0,5250
1999.0,30500.0,C43,1,0,0,0,1,0,6500
2009.0,25000.0,C63,1,0,0,0,1,0,26000
1999.0,30500.0,C43,1,0,0,0,1,0,8201
2009.0,30500.0,C300,0,0,0,0,1,1,13100
